pair_id,group_id,anchor,positive,negative,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank,risk_flags
U01828,G01624,escucha atentamente.,lau'ker' musu',sekdiperker' kenmalek,U01812,G01609,hard,0.4609266519546509,0.4104382693767547,0.0504883825778961,44,very_close_margin
U02591,G02366,divisando lo que levanta humo tu candela.,lli'amudek mu'katapa'su' penpen.,namasu' la'leklan luntetchek.,U02281,G02056,hard,0.4297235012054443,0.3777979910373688,0.0519255101680755,19,very_close_margin
U02521,G02296,"dicen que este monte lo van a quemar, pero no le creyeron.",asu' tanan ima di'setchetchuna' itudekllima ñima latekchiñina'.,nu'an yupasik ima ipa' ipa'linchi ñinanlu' indiuntunñina'.,U02737,G02512,hard,0.6091111898422241,0.5303518176078796,0.0787593722343444,4,shared_shiwilu_tokens
U02101,G01882,curémonos.,inlulen'awa',impaleriawa',U01825,G01621,hard,0.5856026411056519,0.5342106223106384,0.0513920187950134,31,very_close_margin
U01034,G00895,deme tiempo.,wa'ten'u,wa'tentechek,U00805,G00681,hard,0.5238425731658936,0.4696471691131592,0.0541954040527343,9,very_close_margin
U02138,G01918,me matarán.,dei'techuner'ku,usu'lliner'ku,U00801,G01817,hard,0.5028342008590698,0.4505167305469513,0.0523174703121185,4,very_close_margin
U00990,G00854,¿estás perdido?,¿wer'su' ñapala?,¿chacha'wanpala?,U00989,G00853,hard,0.7202214598655701,0.6669670343399048,0.0532544255256652,18,very_close_margin
U01102,G00961,estoy confuso.,lachek'ki'nek,a'shupalek,U01389,G01214,hard,0.7250166535377502,0.6742075681686401,0.0508090853691101,18,very_close_margin
U01103,G00961,estoy confundido.,lachek'ki'nek,yiennichi'nek,U02074,G01857,hard,0.6314796209335327,0.5811684131622314,0.0503112077713012,36,very_close_margin
U02351,G02126,"mientras muelo voy asando también la yuca, cinco yucas enteras.",peksantapamu nana inkaluner ker'unta' a'ler'apalek alei'teklundan.,"nanalek tatawek awawek teksusullun, kua nana lu'nkasu'.",U02477,G02252,hard,0.44581139087677,0.3888171911239624,0.0569941997528076,32,very_close_margin|shared_shiwilu_tokens
U02116,G01897,es brasileña.,brashika nuka'a,iyasu' nuka'a,U01803,G01600,hard,0.5541168451309204,0.4794711768627167,0.0746456682682037,4,shared_shiwilu_tokens
U02116,G01897,es brasileña.,brashika nuka'a,kuakin nuka'a,U00584,G00485,medium,0.5541168451309204,0.3965867459774017,0.1575300991535186,20,shared_shiwilu_tokens
