id,pair_id,group_id,source,target,source_lang,target_lang,split,has_audit_flags,origin_source,score,label
MINE000000__shw2spa,MINE000000,GMINE000000,asu' saka'tapalli,esto trabaja.,shw,spa,train,False,mined_v3_sbert,0.9233629703521729,accepted
MINE000000__spa2shw,MINE000000,GMINE000000,esto trabaja.,asu' saka'tapalli,spa,shw,train,False,mined_v3_sbert,0.9233629703521729,accepted
MINE000001__shw2spa,MINE000001,GMINE000001,asek ñapallidek,estamos aquí.,shw,spa,train,False,mined_v3_sbert,0.9098173379898071,accepted
MINE000001__spa2shw,MINE000001,GMINE000001,estamos aquí.,asek ñapallidek,spa,shw,train,False,mined_v3_sbert,0.9098173379898071,accepted
MINE000002__shw2spa,MINE000002,GMINE000002,nawa' ku'la unkui'ñina unkunan,ellos no cierran la puerta.,shw,spa,train,False,mined_v3_sbert,0.9017881751060486,accepted
MINE000002__spa2shw,MINE000002,GMINE000002,ellos no cierran la puerta.,nawa' ku'la unkui'ñina unkunan,spa,shw,train,False,mined_v3_sbert,0.9017881751060486,accepted
MINE000003__shw2spa,MINE000003,GMINE000003,nawa' ku'la unkui'ñina unkunan,ellas no abren la puerta.,shw,spa,train,False,mined_v3_sbert,0.8985427618026733,accepted
MINE000003__spa2shw,MINE000003,GMINE000003,ellas no abren la puerta.,nawa' ku'la unkui'ñina unkunan,spa,shw,train,False,mined_v3_sbert,0.8985427618026733,accepted
MINE000004__shw2spa,MINE000004,GMINE000004,nana nuka'a,es ese.,shw,spa,train,False,mined_v3_sbert,0.8940828442573547,accepted
MINE000004__spa2shw,MINE000004,GMINE000004,es ese.,nana nuka'a,spa,shw,train,False,mined_v3_sbert,0.8940828442573547,accepted
MINE000005__shw2spa,MINE000005,GMINE000005,asek ñapallidek,estamos acá.,shw,spa,train,False,mined_v3_sbert,0.8912259340286255,accepted
MINE000005__spa2shw,MINE000005,GMINE000005,estamos acá.,asek ñapallidek,spa,shw,train,False,mined_v3_sbert,0.8912259340286255,accepted
MINE000006__shw2spa,MINE000006,GMINE000006,asek' ñapalek,estoy aquí.,shw,spa,train,False,mined_v3_sbert,0.8909414410591125,accepted
MINE000006__spa2shw,MINE000006,GMINE000006,estoy aquí.,asek' ñapalek,spa,shw,train,False,mined_v3_sbert,0.8909414410591125,accepted
MINE000007__shw2spa,MINE000007,GMINE000007,wilalusa' ku'la lauk'i'ñina' tuluner',los niños no escuchan la música.,shw,spa,train,False,mined_v3_sbert,0.8900505900382996,accepted
MINE000007__spa2shw,MINE000007,GMINE000007,los niños no escuchan la música.,wilalusa' ku'la lauk'i'ñina' tuluner',spa,shw,train,False,mined_v3_sbert,0.8900505900382996,accepted
MINE000008__shw2spa,MINE000008,GMINE000008,asek ñapallidek,aquí estamos.,shw,spa,train,False,mined_v3_sbert,0.8867309093475342,accepted
MINE000008__spa2shw,MINE000008,GMINE000008,aquí estamos.,asek ñapallidek,spa,shw,train,False,mined_v3_sbert,0.8867309093475342,accepted
MINE000009__shw2spa,MINE000009,GMINE000009,tom lauki'lli,tom escuchó.,shw,spa,train,False,mined_v3_sbert,0.8849395513534546,accepted
MINE000009__spa2shw,MINE000009,GMINE000009,tom escuchó.,tom lauki'lli,spa,shw,train,False,mined_v3_sbert,0.8849395513534546,accepted
